Name,Price,Payout,Probability
Merry Christmas,1,1,0.13793103448275862
Merry Christmas,1,1,0.045351473922902494
Merry Christmas,1,5,0.014777597162701344
Merry Christmas,1,10,0.0074443534579021805
Merry Christmas,1,10,0.0074443534579021805
Merry Christmas,1,20,9.490997788597514e-4
Merry Christmas,1,20,9.49667616334283e-4
Merry Christmas,1,40,2.4993751562109475e-4
Merry Christmas,1,40,2.4993751562109475e-4
Merry Christmas,1,100,1.2498437695288088e-4
Merry Christmas,1,100,1.2498437695288088e-4
Merry Christmas,1,1000,1.666638889351844e-5
Merry Christmas,1,0,0.7843859099465977
