Name,Price,Payout,Probability
Deluxe Super Hot 7's,2,2,0.1869158878504673
Deluxe Super Hot 7's,2,7,0.0196078431372549
Deluxe Super Hot 7's,2,7,0.0196078431372549
Deluxe Super Hot 7's,2,17,0.004975124378109453
Deluxe Super Hot 7's,2,17,0.004975124378109453
Deluxe Super Hot 7's,2,27,0.0012484394506866417
Deluxe Super Hot 7's,2,27,9.99000999000999e-4
Deluxe Super Hot 7's,2,27,9.99000999000999e-4
Deluxe Super Hot 7's,2,70,5.996390173115784e-4
Deluxe Super Hot 7's,2,70,4.997501249375312e-4
Deluxe Super Hot 7's,2,77,0.00149774589243189
Deluxe Super Hot 7's,2,700,5.9999638802174406e-6
Deluxe Super Hot 7's,2,17777,5.9999638802174406e-6
Deluxe Super Hot 7's,2,0,0.7580626007076738
