Name,Price,Payout,Probability
"$500,000 Extreme Cash",20,20,0.16666666666666666
"$500,000 Extreme Cash",20,30,0.03614022406938923
"$500,000 Extreme Cash",20,30,0.012345679012345678
"$500,000 Extreme Cash",20,30,0.024390243902439025
"$500,000 Extreme Cash",20,50,0.004232087688856913
"$500,000 Extreme Cash",20,50,0.00373594351253409
"$500,000 Extreme Cash",20,50,0.0013980343636846595
"$500,000 Extreme Cash",20,100,7.993605115907274e-4
"$500,000 Extreme Cash",20,100,7.993605115907274e-4
"$500,000 Extreme Cash",20,100,7.993605115907274e-4
"$500,000 Extreme Cash",20,100,5.996390173115784e-4
"$500,000 Extreme Cash",20,250,0.002543493743005392
"$500,000 Extreme Cash",20,250,0.002543493743005392
"$500,000 Extreme Cash",20,250,0.0024937655860349127
"$500,000 Extreme Cash",20,250,5.996390173115784e-4
"$500,000 Extreme Cash",20,500,1.4997742839702624e-4
"$500,000 Extreme Cash",20,500,1.999600079984003e-4
"$500,000 Extreme Cash",20,500,1.4997742839702624e-4
"$500,000 Extreme Cash",20,500,9.999000099990002e-5
"$500,000 Extreme Cash",20,1000,3.749858911558453e-5
"$500,000 Extreme Cash",20,1000,3.749858911558453e-5
"$500,000 Extreme Cash",20,1000,3.1249023468016625e-5
"$500,000 Extreme Cash",20,1000,1.24998437519531e-5
"$500,000 Extreme Cash",20,10000,1.24998437519531e-5
"$500,000 Extreme Cash",20,10000,6.249960937744139e-6
"$500,000 Extreme Cash",20,25000,1.24998437519531e-5
"$500,000 Extreme Cash",20,500000,1.24998437519531e-5
"$500,000 Extreme Cash",20,0,0.7391506077392056
