Name,Price,Payout,Probability
Super Crossword,5,5,0.09090909090909091
Super Crossword,5,5,0.09090909090909091
Super Crossword,5,10,0.0196078431372549
Super Crossword,5,10,0.009900990099009901
Super Crossword,5,10,0.0196078431372549
Super Crossword,5,25,0.009900990099009901
Super Crossword,5,25,0.004975124378109453
Super Crossword,5,50,0.0012484394506866417
Super Crossword,5,50,0.0012484394506866417
Super Crossword,5,50,0.0012484394506866417
Super Crossword,5,50,0.004727461825745757
Super Crossword,5,100,2.4993751562109475e-4
Super Crossword,5,100,0.00149774589243189
Super Crossword,5,100,2.4993751562109475e-4
Super Crossword,5,500,4.999750012499375e-5
Super Crossword,5,500,4.999750012499375e-5
Super Crossword,5,2000,4.999750012499375e-5
Super Crossword,5,2000,4.999750012499375e-5
Super Crossword,5,75000,4.9999750001249995e-6
Super Crossword,5,75000,4.9999750001249995e-6
Super Crossword,5,0,0.7435086362791992
