Name,Price,Payout,Probability
Money,20,20,0.16666666666666666
Money,20,30,0.03614022406938923
Money,20,30,0.012345679012345678
Money,20,30,0.024390243902439025
Money,20,50,0.004232087688856913
Money,20,50,0.00373594351253409
Money,20,50,0.0013980343636846595
Money,20,100,7.993605115907274e-4
Money,20,100,7.993605115907274e-4
Money,20,100,7.993605115907274e-4
Money,20,100,5.996390173115784e-4
Money,20,250,0.002543493743005392
Money,20,250,0.002543493743005392
Money,20,250,0.0024937655860349127
Money,20,250,5.996390173115784e-4
Money,20,500,1.4997742839702624e-4
Money,20,500,1.999600079984003e-4
Money,20,500,1.4997742839702624e-4
Money,20,500,9.999000099990002e-5
Money,20,1000,3.749858911558453e-5
Money,20,1000,3.749858911558453e-5
Money,20,1000,3.1249023468016625e-5
Money,20,1000,1.24998437519531e-5
Money,20,10000,1.24998437519531e-5
Money,20,10000,6.249960937744139e-6
Money,20,25000,6.249960937744139e-6
Money,20,25000,6.249960937744139e-6
Money,20,500000,6.249960937744139e-6
Money,20,500000,6.249960937744139e-6
Money,20,0,0.7391506075829586
