Name,Price,Payout,Probability
Slingo Trio Sizzler,5,5,0.058823529411764705
Slingo Trio Sizzler,5,5,0.047619047619047616
Slingo Trio Sizzler,5,5,0.03614022406938923
Slingo Trio Sizzler,5,5,0.024390243902439025
Slingo Trio Sizzler,5,10,0.012345679012345678
Slingo Trio Sizzler,5,10,0.012345679012345678
Slingo Trio Sizzler,5,10,0.012345679012345678
Slingo Trio Sizzler,5,10,0.012345679012345678
Slingo Trio Sizzler,5,15,0.012345679012345678
Slingo Trio Sizzler,5,15,0.012345679012345678
Slingo Trio Sizzler,5,15,0.012345679012345678
Slingo Trio Sizzler,5,15,0.006211180124223602
Slingo Trio Sizzler,5,15,0.006211180124223602
Slingo Trio Sizzler,5,30,0.004975124378109453
Slingo Trio Sizzler,5,30,0.00149774589243189
Slingo Trio Sizzler,5,30,0.0012484394506866417
Slingo Trio Sizzler,5,30,7.494397937541688e-4
Slingo Trio Sizzler,5,30,7.494397937541688e-4
Slingo Trio Sizzler,5,30,7.494397937541688e-4
Slingo Trio Sizzler,5,50,4.997501249375312e-4
Slingo Trio Sizzler,5,50,4.997501249375312e-4
Slingo Trio Sizzler,5,50,4.997501249375312e-4
Slingo Trio Sizzler,5,50,4.997501249375312e-4
Slingo Trio Sizzler,5,50,2.9991032681228315e-4
Slingo Trio Sizzler,5,75,1.4997742839702624e-4
Slingo Trio Sizzler,5,75,1.4997742839702624e-4
Slingo Trio Sizzler,5,100,2.9991032681228315e-4
Slingo Trio Sizzler,5,100,2.9991032681228315e-4
Slingo Trio Sizzler,5,500,9.99990000099999e-6
Slingo Trio Sizzler,5,500,9.99990000099999e-6
Slingo Trio Sizzler,5,500,9.99990000099999e-6
Slingo Trio Sizzler,5,500,9.99990000099999e-6
Slingo Trio Sizzler,5,1000,9.99990000099999e-6
Slingo Trio Sizzler,5,75000,9.99990000099999e-6
Slingo Trio Sizzler,5,0,0.7209565268230149
