Name,Price,Payout,Probability
Super Hot 7's,1,1,0.1150747986191024
Super Hot 7's,1,2,0.038461538461538464
Super Hot 7's,1,2,0.038461538461538464
Super Hot 7's,1,7,0.012345679012345678
Super Hot 7's,1,7,0.012345679012345678
Super Hot 7's,1,17,0.0024937655860349127
Super Hot 7's,1,17,0.0024937655860349127
Super Hot 7's,1,27,4.997501249375312e-4
Super Hot 7's,1,27,4.997501249375312e-4
Super Hot 7's,1,70,1.2498437695288088e-4
Super Hot 7's,1,7777,6.944396219470698e-6
Super Hot 7's,1,0,0.7771918062380121
