Name,Price,Payout,Probability
Diamond Dazzler,5,5,0.16233766233766234
Diamond Dazzler,5,10,0.03614022406938923
Diamond Dazzler,5,10,0.012345679012345678
Diamond Dazzler,5,15,0.012345679012345678
Diamond Dazzler,5,15,0.006211180124223602
Diamond Dazzler,5,25,0.0029910567403463647
Diamond Dazzler,5,25,0.0032394959344326023
Diamond Dazzler,5,25,0.0024937655860349127
Diamond Dazzler,5,50,9.99000999000999e-4
Diamond Dazzler,5,50,0.0017469384902957569
Diamond Dazzler,5,50,0.0017469384902957569
Diamond Dazzler,5,50,7.494397937541688e-4
Diamond Dazzler,5,75,4.997501249375312e-4
Diamond Dazzler,5,75,0.0012484394506866417
Diamond Dazzler,5,75,2.4993751562109475e-4
Diamond Dazzler,5,75,2.4993751562109475e-4
Diamond Dazzler,5,150,1.4997742839702624e-4
Diamond Dazzler,5,150,9.999000099990002e-5
Diamond Dazzler,5,150,4.999750012499375e-5
Diamond Dazzler,5,150,4.999750012499375e-5
Diamond Dazzler,5,300,4.999750012499375e-5
Diamond Dazzler,5,300,4.999750012499375e-5
Diamond Dazzler,5,500,6.249960937744139e-6
Diamond Dazzler,5,500,6.249960937744139e-6
Diamond Dazzler,5,1000,6.249960937744139e-6
Diamond Dazzler,5,1000,6.249960937744139e-6
Diamond Dazzler,5,5000,6.249960937744139e-6
Diamond Dazzler,5,75000,1.24998437519531e-5
Diamond Dazzler,5,0,0.753911167724669
