Name,Price,Payout,Probability
Holiday Magic,5,5,0.14903129657228018
Holiday Magic,5,10,0.038461538461538464
Holiday Magic,5,10,0.009900990099009901
Holiday Magic,5,15,0.014777597162701344
Holiday Magic,5,15,0.009900990099009901
Holiday Magic,5,25,0.0033222591362126247
Holiday Magic,5,25,0.0016638935108153079
Holiday Magic,5,25,0.0016638935108153079
Holiday Magic,5,50,0.004975124378109453
Holiday Magic,5,50,3.332222592469177e-4
Holiday Magic,5,50,3.332222592469177e-4
Holiday Magic,5,75,3.332222592469177e-4
Holiday Magic,5,75,0.0011653110215116415
Holiday Magic,5,75,0.0011653110215116415
Holiday Magic,5,75,1.6663889351774705e-4
Holiday Magic,5,150,6.666222251849876e-5
Holiday Magic,5,150,6.666222251849876e-5
Holiday Magic,5,150,3.333222225925803e-5
Holiday Magic,5,150,3.333222225925803e-5
Holiday Magic,5,300,3.333222225925803e-5
Holiday Magic,5,300,3.333222225925803e-5
Holiday Magic,5,500,6.6666222225185165e-6
Holiday Magic,5,500,6.6666222225185165e-6
Holiday Magic,5,1000,6.6666222225185165e-6
Holiday Magic,5,1000,6.6666222225185165e-6
Holiday Magic,5,5000,6.6666222225185165e-6
Holiday Magic,5,75000,1.3333155557925894e-5
Holiday Magic,5,0,0.7624921697544812
