Name,Price,Payout,Probability
4x4 Payout,5,5,0.16233766233766234
4x4 Payout,5,10,0.047619047619047616
4x4 Payout,5,10,0.03614022406938923
4x4 Payout,5,15,0.012345679012345678
4x4 Payout,5,15,0.006211180124223602
4x4 Payout,5,20,0.001996007984031936
4x4 Payout,5,20,4.997501249375312e-4
4x4 Payout,5,20,0.0017469384902957569
4x4 Payout,5,50,9.99000999000999e-4
4x4 Payout,5,50,4.997501249375312e-4
4x4 Payout,5,50,4.997501249375312e-4
4x4 Payout,5,75,6.995110417817946e-4
4x4 Payout,5,75,1.4997742839702624e-4
4x4 Payout,5,125,9.999000099990002e-5
4x4 Payout,5,125,9.999000099990002e-5
4x4 Payout,5,125,1.4997742839702624e-4
4x4 Payout,5,200,9.999000099990002e-5
4x4 Payout,5,200,9.999000099990002e-5
4x4 Payout,5,500,6.249960937744139e-6
4x4 Payout,5,500,6.249960937744139e-6
4x4 Payout,5,75000,6.249960937744139e-6
4x4 Payout,5,35350,6.249960937744139e-6
4x4 Payout,5,0,0.7276805832428639
