Name,Price,Payout,Probability
Unlock It!,2,2,0.1524390243902439
Unlock It!,2,4,0.0196078431372549
Unlock It!,2,4,0.009900990099009901
Unlock It!,2,10,0.009900990099009901
Unlock It!,2,10,0.009900990099009901
Unlock It!,2,20,0.0026595744680851063
Unlock It!,2,20,0.0026595744680851063
Unlock It!,2,50,0.001996007984031936
Unlock It!,2,50,0.0018299935950224172
Unlock It!,2,100,3.332222592469177e-4
Unlock It!,2,100,3.332222592469177e-4
Unlock It!,2,100,3.332222592469177e-4
Unlock It!,2,1000,1.1110987655692714e-5
Unlock It!,2,1000,1.1110987655692714e-5
Unlock It!,2,12000,1.1110987655692714e-5
Unlock It!,2,0,0.7880720119195391
